datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,energy_kwh,sub_metering_1_kwh,sub_metering_2_kwh,sub_metering_3_kwh,other_energy_kwh,was_imputed,observed_minutes,coverage_pct,year,month,month_name,day_name,hour,day_type
2006-12-16 17:00:00,4.222888888888889,0.22899999999999998,234.6438888888889,18.1,2.533733333333333,0.0,0.019,0.607,1.9077333333333333,0,36,60.0,2006,12,Dec,Saturday,17,Weekend
2006-12-16 18:00:00,3.6321999999999997,0.08003333333333333,234.58016666666666,15.6,3.6322,0.0,0.40299999999999997,1.012,2.2172,0,60,100.0,2006,12,Dec,Saturday,18,Weekend
2006-12-16 19:00:00,3.4002333333333334,0.08523333333333333,233.23250000000002,14.503333333333334,3.4002333333333334,0.0,0.08600000000000001,1.0010000000000001,2.3132333333333333,0,60,100.0,2006,12,Dec,Saturday,19,Weekend
2006-12-16 20:00:00,3.2685666666666666,0.0751,234.07150000000001,13.916666666666666,3.2685666666666666,0.0,0.0,1.0070000000000001,2.2615666666666665,0,60,100.0,2006,12,Dec,Saturday,20,Weekend
2006-12-16 21:00:00,3.0564666666666667,0.07666666666666666,237.15866666666668,13.046666666666665,3.0564666666666667,0.0,0.025,1.0330000000000001,1.9984666666666666,0,60,100.0,2006,12,Dec,Saturday,21,Weekend
2006-12-16 22:00:00,2.2001333333333335,0.05616666666666667,238.76000000000002,9.523333333333333,2.2001333333333335,0.0,0.008,0.266,1.9261333333333333,0,60,100.0,2006,12,Dec,Saturday,22,Weekend
2006-12-16 23:00:00,2.0616,0.07143333333333332,240.61966666666666,8.896666666666667,2.0616,0.0,0.005,0.0,2.0566,0,60,100.0,2006,12,Dec,Saturday,23,Weekend
2006-12-17 00:00:00,1.8824666666666665,0.10243333333333333,240.96183333333332,8.126666666666667,1.8824666666666667,0.0,0.028,0.0,1.8544666666666667,0,60,100.0,2006,12,Dec,Sunday,0,Weekend
2006-12-17 01:00:00,3.3494,0.13693333333333332,240.44833333333332,14.246666666666666,3.3494,0.0,1.514,0.0,1.8354000000000001,0,60,100.0,2006,12,Dec,Sunday,1,Weekend
2006-12-17 02:00:00,1.5872666666666668,0.07823333333333334,245.81866666666667,6.87,1.5872666666666666,0.0,0.034,0.0,1.5532666666666666,0,60,100.0,2006,12,Dec,Sunday,2,Weekend
2006-12-17 03:00:00,1.6622,0.07953333333333333,244.5135,7.206666666666667,1.6622,0.0,0.046,0.0,1.6162,0,60,100.0,2006,12,Dec,Sunday,3,Weekend
2006-12-17 04:00:00,2.2157666666666667,0.09346666666666666,243.8555,9.333333333333334,2.2157666666666667,0.0,0.034,0.5329999999999999,1.6487666666666667,0,60,100.0,2006,12,Dec,Sunday,4,Weekend
2006-12-17 05:00:00,1.9967333333333335,0.06023333333333333,243.71016666666668,8.566666666666666,1.9967333333333332,0.0,0.01,0.27899999999999997,1.7077333333333333,0,60,100.0,2006,12,Dec,Sunday,5,Weekend
2006-12-17 06:00:00,1.3033000000000001,0.09483333333333334,244.1415,5.53,1.3033,0.0,0.043000000000000003,0.0,1.2603,0,60,100.0,2006,12,Dec,Sunday,6,Weekend
2006-12-17 07:00:00,1.6200333333333332,0.0598,241.84566666666666,6.803333333333333,1.6200333333333332,0.0,0.01,0.0,1.6100333333333332,0,60,100.0,2006,12,Dec,Sunday,7,Weekend
2006-12-17 08:00:00,1.8905666666666667,0.11856666666666667,241.3115,8.05,1.8905666666666667,0.0,0.045,0.0,1.8455666666666666,0,60,100.0,2006,12,Dec,Sunday,8,Weekend
2006-12-17 09:00:00,2.5490666666666666,0.07923333333333334,238.8478333333333,10.973333333333333,2.5490666666666666,0.0,0.439,0.0,2.1100666666666665,0,60,100.0,2006,12,Dec,Sunday,9,Weekend
2006-12-17 10:00:00,3.6289000000000002,0.1946,235.44099999999997,15.533333333333333,3.6289,0.533,1.341,0.9690000000000001,0.7858999999999999,0,60,100.0,2006,12,Dec,Sunday,10,Weekend
2006-12-17 11:00:00,2.4709999999999996,0.2007,236.92466666666667,10.493333333333334,2.471,0.567,0.301,1.0310000000000001,0.5719999999999998,0,60,100.0,2006,12,Dec,Sunday,11,Weekend
2006-12-17 12:00:00,1.9158666666666666,0.2940333333333333,237.78466666666665,8.136666666666667,1.9158666666666666,0.0,0.032,1.039,0.8448666666666667,0,60,100.0,2006,12,Dec,Sunday,12,Weekend
2006-12-17 13:00:00,1.6607666666666667,0.17153333333333334,239.92066666666668,6.923333333333333,1.6607666666666667,0.0,0.003,1.057,0.6007666666666667,0,60,100.0,2006,12,Dec,Sunday,13,Weekend
2006-12-17 14:00:00,2.092633333333333,0.2574,244.04566666666668,8.6,2.092633333333333,0.0,0.02,1.0939999999999999,0.9786333333333334,0,60,100.0,2006,12,Dec,Sunday,14,Weekend
2006-12-17 15:00:00,2.9854,0.0886,240.48083333333335,12.426666666666668,2.9854,0.418,0.012,1.062,1.4934,0,60,100.0,2006,12,Dec,Sunday,15,Weekend
2006-12-17 16:00:00,3.3260333333333336,0.09313333333333333,236.78183333333334,14.006666666666666,3.326033333333333,0.515,0.004,1.03,1.7770333333333332,0,60,100.0,2006,12,Dec,Sunday,16,Weekend
2006-12-17 17:00:00,3.406766666666667,0.16663333333333333,234.22983333333335,14.51,3.4067666666666665,0.0,0.028,1.0090000000000001,2.3697666666666666,0,60,100.0,2006,12,Dec,Sunday,17,Weekend
2006-12-17 18:00:00,3.6971,0.13506666666666664,234.37233333333333,15.75,3.6971,0.0,0.0,1.01,2.6871,0,60,100.0,2006,12,Dec,Sunday,18,Weekend
2006-12-17 19:00:00,2.9084,0.26516666666666666,233.19566666666665,12.516666666666667,2.9084,0.0,0.031,1.0010000000000001,1.8763999999999998,0,60,100.0,2006,12,Dec,Sunday,19,Weekend
2006-12-17 20:00:00,3.3615,0.27149999999999996,236.4265,14.276666666666667,3.3615,0.0,0.067,1.0270000000000001,2.2675,0,60,100.0,2006,12,Dec,Sunday,20,Weekend
2006-12-17 21:00:00,3.040766666666667,0.26796666666666663,239.10416666666666,12.716666666666667,3.040766666666667,0.0,0.07200000000000001,1.05,1.9187666666666665,0,60,100.0,2006,12,Dec,Sunday,21,Weekend
2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333334,1.518,0.0,0.025,0.15,1.343,0,60,100.0,2006,12,Dec,Sunday,22,Weekend
2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666666,0.4377333333333333,0.0,0.048,0.0,0.3897333333333333,0,60,100.0,2006,12,Dec,Sunday,23,Weekend
2006-12-18 00:00:00,0.2763666666666667,0.09906666666666666,244.60750000000002,1.2233333333333334,0.27636666666666665,0.0,0.002,0.0,0.27436666666666665,0,60,100.0,2006,12,Dec,Monday,0,Weekday
2006-12-18 01:00:00,0.31329999999999997,0.1519,243.51933333333332,1.4166666666666667,0.3133,0.0,0.035,0.0,0.2783,0,60,100.0,2006,12,Dec,Monday,1,Weekday
2006-12-18 02:00:00,0.2844666666666667,0.10906666666666666,246.89100000000002,1.2566666666666666,0.28446666666666665,0.0,0.0,0.0,0.28446666666666665,0,60,100.0,2006,12,Dec,Monday,2,Weekday
2006-12-18 03:00:00,0.30993333333333334,0.14776666666666666,245.73183333333333,1.4,0.30993333333333334,0.0,0.034,0.0,0.2759333333333333,0,60,100.0,2006,12,Dec,Monday,3,Weekday
2006-12-18 04:00:00,1.0263333333333333,0.08,245.507,4.176666666666667,1.0263333333333333,0.0,0.004,0.753,0.26933333333333337,0,60,100.0,2006,12,Dec,Monday,4,Weekday
2006-12-18 05:00:00,0.2935,0.12193333333333332,245.2531666666667,1.2933333333333332,0.2935,0.0,0.028,0.0,0.2655,0,60,100.0,2006,12,Dec,Monday,5,Weekday
2006-12-18 06:00:00,0.61,0.1129,245.70433333333332,2.6,0.61,0.0,0.005,0.0,0.605,0,60,100.0,2006,12,Dec,Monday,6,Weekday
2006-12-18 07:00:00,2.4504333333333337,0.153,240.96233333333333,10.22,2.4504333333333332,0.005,0.027,0.6779999999999999,1.7404333333333333,0,60,100.0,2006,12,Dec,Monday,7,Weekday
2006-12-18 08:00:00,2.082133333333333,0.07373333333333333,237.88033333333334,8.726666666666667,2.082133333333333,0.748,0.002,1.041,0.2911333333333333,0,60,100.0,2006,12,Dec,Monday,8,Weekday
2006-12-18 09:00:00,1.6293333333333335,0.08516666666666667,237.40466666666669,6.816666666666666,1.6293333333333333,0.31,0.029,1.036,0.2543333333333333,0,60,100.0,2006,12,Dec,Monday,9,Weekday
2006-12-18 10:00:00,1.3096333333333334,0.05283333333333333,239.0805,5.426666666666667,1.3096333333333334,0.0,0.0,1.05,0.2596333333333334,0,60,100.0,2006,12,Dec,Monday,10,Weekday
2006-12-18 11:00:00,1.5619333333333332,0.12733333333333333,239.77100000000002,6.47,1.5619333333333334,0.0,0.031,1.056,0.4749333333333333,0,60,100.0,2006,12,Dec,Monday,11,Weekday
2006-12-18 12:00:00,1.7560666666666667,0.0873,242.57999999999998,7.246666666666667,1.7560666666666667,0.0,0.0,1.081,0.6750666666666667,0,60,100.0,2006,12,Dec,Monday,12,Weekday
2006-12-18 13:00:00,1.6820666666666668,0.1265,241.95416666666668,6.9399999999999995,1.6820666666666666,0.0,0.032,1.042,0.6080666666666668,0,60,100.0,2006,12,Dec,Monday,13,Weekday
2006-12-18 14:00:00,1.7330333333333334,0.049300000000000004,242.19650000000001,7.096666666666667,1.7330333333333332,0.0,0.0,1.043,0.6900333333333334,0,60,100.0,2006,12,Dec,Monday,14,Weekday
2006-12-18 15:00:00,1.7842999999999998,0.10406666666666667,242.4235,7.3100000000000005,1.7843,0.0,0.031,1.079,0.6743,0,60,100.0,2006,12,Dec,Monday,15,Weekday
2006-12-18 16:00:00,1.9493,0.20443333333333333,242.38066666666666,8.096666666666668,1.9493,0.0,0.0,1.079,0.8703000000000001,0,60,100.0,2006,12,Dec,Monday,16,Weekday
2006-12-18 17:00:00,2.1549,0.09780000000000001,238.72916666666666,8.993333333333334,2.1549,0.0,0.02,1.047,1.0878999999999999,0,60,100.0,2006,12,Dec,Monday,17,Weekday
2006-12-18 18:00:00,2.402533333333333,0.0791,236.66850000000002,10.083333333333334,2.4025333333333334,0.0,0.015,1.0150000000000001,1.3725333333333334,0,60,100.0,2006,12,Dec,Monday,18,Weekday
2006-12-18 19:00:00,2.6145,0.20076666666666665,235.32916666666668,11.19,2.6145,0.0,0.5459999999999999,0.0,2.0685000000000002,0,60,100.0,2006,12,Dec,Monday,19,Weekday
2006-12-18 20:00:00,3.0505666666666666,0.12036666666666666,234.52433333333335,13.046666666666665,3.0505666666666666,0.0,0.03,0.795,2.2255666666666665,0,60,100.0,2006,12,Dec,Monday,20,Weekday
2006-12-18 21:00:00,2.1697333333333333,0.07173333333333334,237.59083333333334,9.24,2.1697333333333333,0.0,0.0,0.223,1.9467333333333332,0,60,100.0,2006,12,Dec,Monday,21,Weekday
2006-12-18 22:00:00,1.7388000000000001,0.10796666666666667,240.2115,7.25,1.7388,0.0,0.531,0.0,1.2078,0,60,100.0,2006,12,Dec,Monday,22,Weekday
2006-12-18 23:00:00,1.5472666666666666,0.1325,242.65933333333334,6.6,1.5472666666666666,0.0,1.219,0.0,0.32826666666666665,0,60,100.0,2006,12,Dec,Monday,23,Weekday
2006-12-19 00:00:00,0.8371333333333334,0.09283333333333334,242.07116666666667,3.5433333333333334,0.8371333333333333,0.0,0.058,0.489,0.29013333333333335,0,60,100.0,2006,12,Dec,Tuesday,0,Weekday
2006-12-19 01:00:00,0.3530333333333333,0.07586666666666667,241.80833333333334,1.57,0.3530333333333333,0.0,0.015,0.044,0.2940333333333333,0,60,100.0,2006,12,Dec,Tuesday,1,Weekday
2006-12-19 02:00:00,0.3272333333333333,0.10573333333333333,245.7795,1.4633333333333334,0.3272333333333333,0.0,0.038,0.0,0.28923333333333334,0,60,100.0,2006,12,Dec,Tuesday,2,Weekday
2006-12-19 03:00:00,0.3083,0.073,244.46316666666664,1.3633333333333333,0.3083,0.0,0.01,0.0,0.2983,0,60,100.0,2006,12,Dec,Tuesday,3,Weekday
2006-12-19 04:00:00,0.32783333333333337,0.10246666666666666,244.1865,1.5,0.3278333333333333,0.0,0.043000000000000003,0.0,0.2848333333333333,0,60,100.0,2006,12,Dec,Tuesday,4,Weekday
2006-12-19 05:00:00,0.30666666666666664,0.07086666666666666,243.07583333333332,1.38,0.30666666666666664,0.0,0.01,0.0,0.2966666666666667,0,60,100.0,2006,12,Dec,Tuesday,5,Weekday
2006-12-19 06:00:00,0.7963333333333333,0.10679999999999999,242.02966666666669,3.466666666666667,0.7963333333333333,0.0,0.041,0.0,0.7553333333333333,0,60,100.0,2006,12,Dec,Tuesday,6,Weekday
2006-12-19 07:00:00,1.7856333333333334,0.08443333333333333,239.42616666666666,7.543333333333334,1.7856333333333332,0.0,0.0,0.444,1.3416333333333332,0,60,100.0,2006,12,Dec,Tuesday,7,Weekday
2006-12-19 08:00:00,3.879033333333333,0.12243333333333334,236.14633333333333,16.54,3.8790333333333336,0.5609999999999999,1.571,1.026,0.7210333333333333,0,60,100.0,2006,12,Dec,Tuesday,8,Weekday
2006-12-19 09:00:00,1.6177666666666668,0.08746666666666666,239.57233333333335,6.963333333333334,1.6177666666666666,0.27799999999999997,0.862,0.196,0.2817666666666667,0,60,100.0,2006,12,Dec,Tuesday,9,Weekday
2006-12-19 10:00:00,0.4371333333333334,0.12576666666666667,242.30566666666667,1.9433333333333331,0.4371333333333333,0.0,0.085,0.0,0.3521333333333333,0,60,100.0,2006,12,Dec,Tuesday,10,Weekday
2006-12-19 11:00:00,2.321633333333333,0.08453333333333334,240.325,9.863333333333333,2.321633333333333,0.0,2.061,0.0,0.26063333333333344,0,60,100.0,2006,12,Dec,Tuesday,11,Weekday
2006-12-19 12:00:00,0.43066666666666664,0.13269999999999998,242.9586666666667,1.9233333333333333,0.43066666666666664,0.0,0.175,0.0,0.25566666666666665,0,60,100.0,2006,12,Dec,Tuesday,12,Weekday
2006-12-19 13:00:00,0.30046666666666666,0.08176666666666667,243.6025,1.2933333333333332,0.30046666666666666,0.0,0.037,0.0,0.2634666666666667,0,60,100.0,2006,12,Dec,Tuesday,13,Weekday
2006-12-19 14:00:00,0.3021333333333333,0.11886666666666666,246.94583333333333,1.3333333333333333,0.3021333333333333,0.0,0.045,0.0,0.2571333333333333,0,60,100.0,2006,12,Dec,Tuesday,14,Weekday
2006-12-19 15:00:00,0.42136666666666667,0.08086666666666667,241.74066666666667,1.8066666666666669,0.42136666666666667,0.0,0.01,0.133,0.27836666666666665,0,60,100.0,2006,12,Dec,Tuesday,15,Weekday
2006-12-19 16:00:00,1.3721333333333334,0.09166666666666666,242.71433333333334,5.613333333333333,1.3721333333333334,0.0,0.043000000000000003,1.0819999999999999,0.2471333333333334,0,60,100.0,2006,12,Dec,Tuesday,16,Weekday
2006-12-19 17:00:00,2.1115,0.14443333333333333,238.60666666666665,8.843333333333334,2.1115,0.0,0.01,1.046,1.0554999999999999,0,60,100.0,2006,12,Dec,Tuesday,17,Weekday
2006-12-19 18:00:00,2.2047000000000003,0.1033,237.6405,9.256666666666666,2.2047,0.0,0.044,1.038,1.1227,0,60,100.0,2006,12,Dec,Tuesday,18,Weekday
2006-12-19 19:00:00,1.8420999999999998,0.07293333333333334,241.07999999999998,7.6033333333333335,1.8421,0.0,0.003,0.699,1.1401,0,60,100.0,2006,12,Dec,Tuesday,19,Weekday
2006-12-19 20:00:00,2.940533333333333,0.23736666666666667,241.32816666666668,12.479999999999999,2.940533333333333,0.0,1.614,0.0,1.3265333333333333,0,60,100.0,2006,12,Dec,Tuesday,20,Weekday
2006-12-19 21:00:00,1.4428666666666667,0.1065,240.87,6.343333333333334,1.4428666666666667,0.0,0.747,0.0,0.6958666666666666,0,60,100.0,2006,12,Dec,Tuesday,21,Weekday
2006-12-19 22:00:00,0.7200000000000001,0.146,242.67933333333335,3.0133333333333336,0.72,0.0,0.07,0.0,0.65,0,60,100.0,2006,12,Dec,Tuesday,22,Weekday
2006-12-19 23:00:00,0.3837,0.06709999999999999,246.62716666666665,1.5833333333333333,0.3837,0.0,0.01,0.0,0.3737,0,60,100.0,2006,12,Dec,Tuesday,23,Weekday
2006-12-20 00:00:00,0.4598333333333333,0.146,245.81133333333335,1.9866666666666668,0.4598333333333333,0.0,0.043000000000000003,0.0,0.41683333333333333,0,60,100.0,2006,12,Dec,Wednesday,0,Weekday
2006-12-20 01:00:00,0.25866666666666666,0.056666666666666664,243.80533333333332,1.1133333333333333,0.25866666666666666,0.0,0.01,0.0,0.24866666666666667,0,60,100.0,2006,12,Dec,Wednesday,1,Weekday
2006-12-20 02:00:00,0.7843666666666667,0.1236,245.5675,3.243333333333333,0.7843666666666667,0.0,0.042,0.476,0.2663666666666667,0,60,100.0,2006,12,Dec,Wednesday,2,Weekday
2006-12-20 03:00:00,0.3100333333333333,0.06846666666666666,246.1508333333333,1.3433333333333333,0.3100333333333333,0.0,0.01,0.041999999999999996,0.25803333333333334,0,60,100.0,2006,12,Dec,Wednesday,3,Weekday
2006-12-20 04:00:00,0.289,0.09743333333333333,246.43366666666668,1.2466666666666666,0.289,0.0,0.028,0.0,0.261,0,60,100.0,2006,12,Dec,Wednesday,4,Weekday
2006-12-20 05:00:00,0.2627,0.07719999999999999,244.7955,1.12,0.2627,0.0,0.012,0.0,0.2507,0,60,100.0,2006,12,Dec,Wednesday,5,Weekday
2006-12-20 06:00:00,0.28359999999999996,0.06656666666666668,244.074,1.18,0.2836,0.0,0.0,0.0,0.2836,0,60,100.0,2006,12,Dec,Wednesday,6,Weekday
2006-12-20 07:00:00,1.5266333333333333,0.1923,243.315,6.4366666666666665,1.5266333333333333,0.0,0.031,0.27999999999999997,1.2156333333333333,0,60,100.0,2006,12,Dec,Wednesday,7,Weekday
